subject_id,wave,participation,EVI,EVI_reduced,equal_polit,equal_job,equal_educ,homosexuality,abortion,divorce,SVI,rel_imp,rel_person,nation_pride,parents_proud,respect_author,age,hhsize,children,gender,maritalst,education,rel_service,hhincome,distress,bfive_extra,bfive_agree,bfive_consc,bfive_neuro,bfive_openn,region,prefecture,townsize,age_sq,age_group,cum_infected_in_pref_VIC1,cum_deaths_in_pref_VIC1,emergency_in_pref_VIC1
VIC3078,VIC2,Both W1 and W2,100,100,100,100,100,100,100,100,52.777777777777786,33.3333333333333,100,33.3333333333333,33.3333333333333,50,63,2,2,Male,Married,University-level education,Only on special holidays,7000000-8000000yen,1,3.5,3.5,3,2.5,3.5,Kansai,Nara,"100,000-500,000",3969,50+ years,6.568650323562655,0.15100345571408402,0
VIC3079,VIC1,Both W1 and W2,38.888888888888886,38.888888888888886,33.333333333333336,33.333333333333336,33.3333333333333,44.4444444444444,44.4444444444444,44.4444444444444,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,58,1,0,Female,Single,High school,Less often or never,4000000-5000000yen,3.4,2,3,3,3,3,Kanto,Kanagawa,"100,000-500,000",3364,50+ years,13.521212877694081,0.6928403716352451,1
VIC3079,VIC2,Both W1 and W2,38.888888888888886,38.888888888888886,33.333333333333336,33.333333333333336,33.3333333333333,44.4444444444444,44.4444444444444,44.4444444444444,36.111111111111114,33.3333333333333,0,33.3333333333333,33.3333333333333,100,59,1,0,Female,Single,High school,Only on special holidays,4000000-5000000yen,3.2,2,3,3,3,3,Kanto,Kanagawa,"100,000-500,000",3481,50+ years,13.521212877694081,0.6928403716352451,1
VIC3080,VIC1,Both W1 and W2,57.40740740740741,46.296296296296305,66.66666666666667,66.66666666666667,33.3333333333333,77.7777777777778,22.2222222222222,77.7777777777778,63.88888888888889,66.6666666666667,100,0,33.3333333333333,100,38,2,0,Male,Single,Vocational school/University-preparator,Less often or never,-3000000yen,1.4,1.5,3,5,3,4,Hokkaido and Tohoku,Hokkaido,"100,000-500,000",1444,36-50 years,19.121029802393057,1.397232407982676,1
VIC3080,VIC2,Both W1 and W2,62.96296296296296,40.74074074074074,100,100,33.3333333333333,100,0,44.4444444444444,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,39,2,0,Male,Single,Vocational school/University-preparator,Less often or never,3000000-4000000yen,1,1.5,3,5,3,4,Hokkaido and Tohoku,Hokkaido,"100,000-500,000",1521,36-50 years,19.121029802393057,1.397232407982676,1
VIC3081,VIC1,Both W1 and W2,77.77777777777777,77.77777777777777,66.66666666666667,66.66666666666667,66.6666666666667,100,66.6666666666667,100,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,31,4,2,Female,Married,Master or Doctoral degree,Only on special holidays,4000000-5000000yen,1.2,2,4,3,4,3.5,Kanto,Tochigi,"20,000-100,000",961,18-35 years,3.103749018439373,0,0
VIC3081,VIC2,Both W1 and W2,83.33333333333334,83.33333333333334,66.66666666666667,66.66666666666667,66.6666666666667,100,100,100,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,32,4,2,Female,Married,Master or Doctoral degree,Only on special holidays,4000000-5000000yen,1.2,2,4,3,4,3.5,Kanto,Tochigi,"20,000-100,000",1024,18-35 years,3.103749018439373,0,0
VIC3082,VIC1,Both W1 and W2,64.81481481481482,75.92592592592592,66.66666666666667,66.66666666666667,100,55.5555555555556,33.3333333333333,66.6666666666667,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,59,2,0,Female,Single,University-level education,Less often or never,NA,1,2.5,4,3,2,4.5,Kansai,Kyoto,"500,000 and more",3481,50+ years,13.886265281194932,0.5042498565797043,1
VIC3082,VIC2,Both W1 and W2,77.77777777777777,77.77777777777777,66.66666666666667,66.66666666666667,66.6666666666667,88.8888888888889,88.8888888888889,88.8888888888889,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,59,2,0,Female,Single,University-level education,Less often or never,NA,1,2.5,4,3,2,4.5,Kansai,Kyoto,"500,000 and more",3481,50+ years,13.886265281194932,0.5042498565797043,1
VIC3083,VIC1,Both W1 and W2,16.666666666666668,22.222222222222225,0,33.333333333333336,33.3333333333333,0,33.3333333333333,0,77.77777777777779,66.6666666666667,100,100,66.6666666666667,50,36,4,0,Male,Single,High school,Less often or never,NA,3.4,3,2,2.5,3,3,Chubu,Niigata,"100,000-500,000",1296,36-50 years,3.7251189312361217,0,0
VIC3083,VIC2,Both W1 and W2,55.55555555555556,61.111111111111114,33.333333333333336,66.66666666666667,66.6666666666667,55.5555555555556,55.5555555555556,55.5555555555556,72.22222222222223,66.6666666666667,100,66.6666666666667,66.6666666666667,50,36,4,0,Male,Single,High school,Less often or never,NA,1,3,2,2.5,3,3,Chubu,Niigata,"100,000-500,000",1296,36-50 years,3.7251189312361217,0,0
VIC3084,VIC1,Both W1 and W2,64.81481481481481,70.37037037037038,33.333333333333336,66.66666666666667,66.6666666666667,66.6666666666667,66.6666666666667,88.8888888888889,63.88888888888889,66.6666666666667,100,0,33.3333333333333,100,59,2,0,Female,Single,High school,Less often or never,-3000000yen,1.4,2,4,3,3,3,Chubu,Aichi,"500,000 and more",3481,50+ years,6.721984934533568,0.4507839995545193,0
VIC3084,VIC2,Both W1 and W2,75.92592592592592,75.92592592592592,66.66666666666667,66.66666666666667,66.6666666666667,77.7777777777778,77.7777777777778,100,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,59,2,0,Female,Single,High school,Less often or never,-3000000yen,1.6,2,4,3,3,3,Chubu,Aichi,"500,000 and more",3481,50+ years,6.721984934533568,0.4507839995545193,0
VIC3085,VIC1,W1 only,55.55555555555556,55.55555555555556,66.66666666666667,66.66666666666667,66.6666666666667,44.4444444444444,44.4444444444444,44.4444444444444,69.44444444444444,100,100,33.3333333333333,33.3333333333333,50,64,2,0,Female,Married,High school,Less often or never,3000000-4000000yen,1,2,3.5,2.5,2,3,Kanto,Chiba,"20,000-100,000",4096,50+ years,14.002749630836599,0.6683130505626559,1
VIC3086,VIC1,W1 only,90.74074074074073,96.2962962962963,100,66.66666666666667,100,100,77.7777777777778,100,80.55555555555557,66.6666666666667,100,66.6666666666667,66.6666666666667,100,63,2,2,Female,Married,University-level education,Less often or never,4000000-5000000yen,1,1.5,3.5,3,3,3,Kanto,Kanagawa,"100,000-500,000",3969,50+ years,13.521212877694081,0.6928403716352451,1
VIC3087,VIC1,W1 only,57.40740740740741,62.96296296296296,33.333333333333336,0,33.3333333333333,77.7777777777778,100,100,75,66.6666666666667,100,33.3333333333333,66.6666666666667,100,60,2,0,Female,Married,High school,Less often or never,-3000000yen,2,2,4,3.5,3,3.5,Kansai,Osaka,"20,000-100,000",3600,50+ years,20.005238928520306,0.7468019057026812,1
VIC3088,VIC1,Both W1 and W2,72.22222222222223,77.77777777777777,66.66666666666667,100,100,22.2222222222222,66.6666666666667,77.7777777777778,72.22222222222223,100,100,0,33.3333333333333,100,60,3,2,Male,Married,Master or Doctoral degree,Less often or never,8000000-9000000yen,2,1.5,3.5,2.5,3.5,3.5,Chugoku,Okayama,"20,000-100,000",3600,50+ years,1.3238496276275766,0,0
VIC3088,VIC2,Both W1 and W2,90.74074074074073,96.2962962962963,66.66666666666667,100,100,100,77.7777777777778,100,83.33333333333334,100,100,33.3333333333333,66.6666666666667,100,61,3,2,Male,Married,Master or Doctoral degree,Only on special holidays,5000000-6000000yen,1.4,1.5,3.5,2.5,3.5,3.5,Chugoku,Okayama,"20,000-100,000",3721,50+ years,1.3238496276275766,0,0
VIC3090,VIC1,Both W1 and W2,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,61.111111111111114,33.3333333333333,100,33.3333333333333,33.3333333333333,100,57,3,1,Female,Married,High school,Only on special holidays,12000000yen-,1,3.5,3,3.5,2,3.5,Kansai,Osaka,"100,000-500,000",3249,50+ years,20.005238928520306,0.7468019057026812,1
VIC3090,VIC2,Both W1 and W2,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.3333333333333,22.2222222222222,33.3333333333333,44.4444444444444,47.22222222222223,33.3333333333333,100,0,33.3333333333333,50,57,2,1,Female,Married,High school,Only on special holidays,12000000yen-,1,3.5,3,3.5,2,3.5,Kansai,Osaka,"100,000-500,000",3249,50+ years,20.005238928520306,0.7468019057026812,1
VIC3091,VIC1,W1 only,46.296296296296305,57.40740740740741,33.333333333333336,33.333333333333336,66.6666666666667,22.2222222222222,77.7777777777778,44.4444444444444,75,66.6666666666667,100,33.3333333333333,66.6666666666667,100,52,5,2,Male,Married,University-level education,Only on special holidays,9000000-10000000yen,1,2,2.5,2,3.5,3,Chubu,Nagano,"20,000-100,000",2704,50+ years,3.710917568313842,0,0
VIC3092,VIC1,Both W1 and W2,81.4814814814815,75.92592592592592,66.66666666666667,100,66.6666666666667,100,55.5555555555556,100,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,55,2,2,Female,Married,Vocational school/University-preparator,Less often or never,7000000-8000000yen,2,1.5,3.5,1.5,3.5,2.5,Chubu,Niigata,"500,000 and more",3025,50+ years,3.7251189312361217,0,0
VIC3092,VIC2,Both W1 and W2,90.74074074074073,90.74074074074073,100,100,100,100,44.4444444444444,100,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,56,2,2,Female,Married,Vocational school/University-preparator,Less often or never,7000000-8000000yen,1.2,1.5,3.5,1.5,3.5,2.5,Chubu,Niigata,"500,000 and more",3136,50+ years,3.7251189312361217,0,0
VIC3093,VIC1,Both W1 and W2,70.37037037037038,70.37037037037038,66.66666666666667,66.66666666666667,66.6666666666667,88.8888888888889,55.5555555555556,77.7777777777778,36.111111111111114,33.3333333333333,0,33.3333333333333,33.3333333333333,100,56,4,1,Female,Married,Vocational school/University-preparator,Only on special holidays,4000000-5000000yen,1.8,3,3.5,2.5,3.5,4,Shikoku,Ehime,"20,000-100,000",3136,50+ years,5.2440702675449735,0.22474586860907028,0
VIC3093,VIC2,Both W1 and W2,75.92592592592592,75.92592592592592,66.66666666666667,66.66666666666667,66.6666666666667,88.8888888888889,77.7777777777778,88.8888888888889,61.111111111111114,33.3333333333333,100,33.3333333333333,33.3333333333333,100,57,3,1,Female,Married,Vocational school/University-preparator,Once a month,4000000-5000000yen,2,3,3.5,2.5,3.5,4,Shikoku,Ehime,"20,000-100,000",3249,50+ years,5.2440702675449735,0.22474586860907028,0
VIC3094,VIC1,Both W1 and W2,50,55.55555555555556,66.66666666666667,33.333333333333336,66.6666666666667,44.4444444444444,44.4444444444444,44.4444444444444,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,68,3,2,Male,Married,University-level education,Only on special holidays,NA,1.4,2,3.5,2.5,3.5,2,Kansai,Hyogo,"100,000-500,000",4624,50+ years,12.772181968094431,0.6953336888074332,1
VIC3094,VIC2,Both W1 and W2,55.55555555555556,55.55555555555556,66.66666666666667,66.66666666666667,66.6666666666667,44.4444444444444,44.4444444444444,44.4444444444444,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,69,3,2,Male,Married,University-level education,Less often or never,NA,1,2,3.5,2.5,3.5,2,Kansai,Hyogo,"100,000-500,000",4761,50+ years,12.772181968094431,0.6953336888074332,1
VIC3095,VIC1,W1 only,37.03703703703704,37.03703703703704,33.333333333333336,33.333333333333336,33.3333333333333,0,77.7777777777778,44.4444444444444,30.555555555555557,33.3333333333333,0,0,33.3333333333333,100,69,2,2,Male,Married,High school,Only on special holidays,3000000-4000000yen,1,2.5,2.5,4,3.5,2,Hokkaido and Tohoku,Hokkaido,"20,000-100,000",4761,50+ years,19.121029802393057,1.397232407982676,1
VIC3096,VIC1,W1 only,79.62962962962962,85.18518518518519,66.66666666666667,100,100,55.5555555555556,55.5555555555556,100,63.88888888888889,66.6666666666667,100,0,33.3333333333333,100,58,2,3,Female,Married,University-level education,Only on special holidays,5000000-6000000yen,1,4,3,2,2.5,3.5,Chubu,Shizuoka,"20,000-100,000",3364,50+ years,1.981723009070236,0.027523930681531056,0
VIC3097,VIC1,W1 only,74.07407407407408,79.62962962962963,33.333333333333336,66.66666666666667,66.6666666666667,77.7777777777778,100,100,61.111111111111114,33.3333333333333,100,33.3333333333333,33.3333333333333,100,53,2,0,Male,Married,Vocational school/University-preparator,Only on special holidays,4000000-5000000yen,2.2,2.5,4,2,3,3,Chugoku,Okayama,"20,000-100,000",2809,50+ years,1.3238496276275766,0,0
VIC3098,VIC1,Both W1 and W2,94.44444444444444,94.44444444444444,100,100,100,88.8888888888889,88.8888888888889,88.8888888888889,80.55555555555557,66.6666666666667,100,66.6666666666667,66.6666666666667,100,66,4,2,Male,Married,University-level education,Less often or never,9000000-10000000yen,1,2,3.5,2,3,4,Kansai,Kyoto,"20,000-100,000",4356,50+ years,13.886265281194932,0.5042498565797043,1
VIC3098,VIC2,Both W1 and W2,51.85185185185186,51.85185185185186,33.333333333333336,33.333333333333336,33.3333333333333,77.7777777777778,66.6666666666667,66.6666666666667,66.66666666666667,66.6666666666667,100,66.6666666666667,33.3333333333333,50,67,4,2,Male,Married,University-level education,Less often or never,10000000-12000000yen,1,2,3.5,2,3,4,Kansai,Kyoto,"20,000-100,000",4489,50+ years,13.886265281194932,0.5042498565797043,1
VIC3099,VIC1,Both W1 and W2,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.6666666666667,66.6666666666667,55.5555555555556,77.7777777777778,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,50,5,3,Male,Married,University-level education,Only on special holidays,NA,2,3,3,4,3,2.5,Kansai,Nara,"100,000-500,000",2500,36-50 years,6.568650323562655,0.15100345571408402,0
VIC3099,VIC2,Both W1 and W2,44.44444444444444,44.44444444444444,33.333333333333336,33.333333333333336,33.3333333333333,55.5555555555556,55.5555555555556,55.5555555555556,72.22222222222223,66.6666666666667,100,66.6666666666667,66.6666666666667,50,50,4,3,Male,Married,University-level education,Less often or never,7000000-8000000yen,1,3,3,4,3,2.5,Kansai,Nara,"100,000-500,000",2500,36-50 years,6.568650323562655,0.15100345571408402,0
VIC3100,VIC1,W1 only,79.62962962962963,79.62962962962963,66.66666666666667,66.66666666666667,66.6666666666667,100,77.7777777777778,100,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,31,4,0,Female,Single,University-level education,Less often or never,8000000-9000000yen,1.8,2,3,2.5,4.5,1.5,Hokkaido and Tohoku,Yamagata,"20,000-100,000",961,18-35 years,6.460510829782394,0,0
VIC3101,VIC1,W1 only,74.07407407407408,74.07407407407408,66.66666666666667,66.66666666666667,66.6666666666667,100,66.6666666666667,77.7777777777778,63.88888888888889,66.6666666666667,100,0,33.3333333333333,100,59,2,2,Male,Married,University-level education,Only on special holidays,12000000yen-,1.8,3,4,3,3,4,Kanto,Saitama,"100,000-500,000",3481,50+ years,13.288376142735677,0.612681277072854,1
VIC3103,VIC1,Both W1 and W2,50,61.111111111111114,33.333333333333336,33.333333333333336,66.6666666666667,88.8888888888889,44.4444444444444,33.3333333333333,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,52,2,1,Male,Married,University-level education,Only on special holidays,10000000-12000000yen,1.4,3.5,3.5,3,4,3.5,Chubu,Shizuoka,"20,000-100,000",2704,50+ years,1.981723009070236,0.027523930681531056,0
VIC3103,VIC2,Both W1 and W2,51.851851851851855,46.2962962962963,33.333333333333336,66.66666666666667,33.3333333333333,88.8888888888889,44.4444444444444,44.4444444444444,44.44444444444444,66.6666666666667,0,33.3333333333333,33.3333333333333,100,53,2,1,Male,Married,University-level education,Less often or never,10000000-12000000yen,1.4,3.5,3.5,3,4,3.5,Chubu,Shizuoka,"20,000-100,000",2809,50+ years,1.981723009070236,0.027523930681531056,0
VIC3104,VIC1,Both W1 and W2,64.81481481481482,64.81481481481482,66.66666666666667,66.66666666666667,66.6666666666667,55.5555555555556,66.6666666666667,66.6666666666667,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,66,2,2,Male,Married,University-level education,Less often or never,3000000-4000000yen,1,2,4,3,3.5,3.5,Kanto,Saitama,"Less than 5,000",4356,50+ years,13.288376142735677,0.612681277072854,1
VIC3104,VIC2,Both W1 and W2,61.111111111111114,61.111111111111114,66.66666666666667,66.66666666666667,66.6666666666667,55.5555555555556,55.5555555555556,55.5555555555556,75,66.6666666666667,100,66.6666666666667,33.3333333333333,100,67,2,2,Male,Married,University-level education,Less often or never,3000000-4000000yen,1,2,4,3,3.5,3.5,Kanto,Saitama,"Less than 5,000",4489,50+ years,13.288376142735677,0.612681277072854,1
VIC3105,VIC1,Both W1 and W2,72.22222222222223,72.22222222222223,66.66666666666667,66.66666666666667,66.6666666666667,77.7777777777778,77.7777777777778,77.7777777777778,88.88888888888889,100,100,66.6666666666667,66.6666666666667,100,59,2,2,Female,Married,University-level education,Only on special holidays,12000000yen-,1,2.5,3,3,2,3.5,Hokkaido and Tohoku,Iwate,"100,000-500,000",3481,50+ years,0,0,0
VIC3105,VIC2,Both W1 and W2,72.22222222222223,72.22222222222223,66.66666666666667,66.66666666666667,66.6666666666667,77.7777777777778,77.7777777777778,77.7777777777778,88.88888888888889,100,100,66.6666666666667,66.6666666666667,100,60,2,2,Female,Married,University-level education,Less often or never,12000000yen-,1,2.5,3,3,2,3.5,Hokkaido and Tohoku,Iwate,"100,000-500,000",3600,50+ years,0,0,0
VIC3106,VIC1,W1 only,51.851851851851855,51.851851851851855,66.66666666666667,66.66666666666667,66.6666666666667,22.2222222222222,22.2222222222222,66.6666666666667,63.88888888888889,66.6666666666667,100,33.3333333333333,100,0,29,4,0,Male,Single,University-level education,Less often or never,4000000-5000000yen,1,1,3,3,3,2,Kansai,Wakayama,"20,000-100,000",841,18-35 years,6.828646497229521,0.32517364272521526,0
VIC3107,VIC1,Both W1 and W2,68.51851851851853,68.51851851851853,66.66666666666667,66.66666666666667,66.6666666666667,77.7777777777778,55.5555555555556,77.7777777777778,44.44444444444444,66.6666666666667,0,33.3333333333333,33.3333333333333,100,59,3,1,Female,Married,University-level education,Less often or never,9000000-10000000yen,1,3,3.5,4,2,3,Kanto,Chiba,"500,000 and more",3481,50+ years,14.002749630836599,0.6683130505626559,1
VIC3107,VIC2,Both W1 and W2,55.55555555555556,55.55555555555556,66.66666666666667,66.66666666666667,66.6666666666667,44.4444444444444,44.4444444444444,44.4444444444444,61.111111111111114,33.3333333333333,100,33.3333333333333,33.3333333333333,100,60,3,1,Female,Married,University-level education,Less often or never,9000000-10000000yen,1,3,3.5,4,2,3,Kanto,Chiba,"500,000 and more",3600,50+ years,14.002749630836599,0.6683130505626559,1
VIC3108,VIC1,W1 only,70.37037037037038,87.03703703703704,33.333333333333336,66.66666666666667,100,88.8888888888889,55.5555555555556,77.7777777777778,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,31,2,0,Female,Single,High school,Less often or never,3000000-4000000yen,2.4,2.5,4,1,4,4,Kansai,Mie,"100,000-500,000",961,18-35 years,2.5420080960133404,0.05648906880029646,0
VIC3109,VIC1,Both W1 and W2,61.111111111111114,61.111111111111114,66.66666666666667,66.66666666666667,66.6666666666667,55.5555555555556,55.5555555555556,55.5555555555556,80.55555555555556,100,100,66.6666666666667,66.6666666666667,50,51,3,1,Female,Separated,Vocational school/University-preparator,Less often or never,-3000000yen,1,3.5,4,2.5,3,3.5,Kanto,Saitama,"100,000-500,000",2601,50+ years,13.288376142735677,0.612681277072854,1
VIC3109,VIC2,Both W1 and W2,77.77777777777777,83.33333333333334,66.66666666666667,33.333333333333336,66.6666666666667,100,100,100,80.55555555555556,100,100,66.6666666666667,66.6666666666667,50,52,2,1,Female,Separated,Vocational school/University-preparator,Less often or never,-3000000yen,1,3.5,4,2.5,3,3.5,Kanto,Saitama,"100,000-500,000",2704,50+ years,13.288376142735677,0.612681277072854,1
VIC3110,VIC1,Both W1 and W2,75.92592592592592,75.92592592592592,66.66666666666667,66.66666666666667,66.6666666666667,88.8888888888889,77.7777777777778,88.8888888888889,83.33333333333334,100,100,33.3333333333333,66.6666666666667,100,51,4,2,Female,Married,University-level education,Only on special holidays,4000000-5000000yen,1,3,3.5,2.5,2.5,4.5,Kanto,Saitama,"100,000-500,000",2601,50+ years,13.288376142735677,0.612681277072854,1
VIC3110,VIC2,Both W1 and W2,72.22222222222223,83.33333333333334,33.333333333333336,33.333333333333336,66.6666666666667,100,100,100,69.44444444444444,100,100,0,66.6666666666667,50,52,3,2,Female,Married,University-level education,Less often or never,3000000-4000000yen,1.4,3,3.5,2.5,2.5,4.5,Kanto,Saitama,"100,000-500,000",2704,50+ years,13.288376142735677,0.612681277072854,1
VIC3111,VIC1,Both W1 and W2,87.03703703703704,92.5925925925926,66.66666666666667,100,100,100,55.5555555555556,100,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,50,2,0,Male,Living together as married,High school,Once a year,12000000yen-,1.4,3,3,2.5,2.5,2.5,Hokkaido and Tohoku,Hokkaido,"20,000-100,000",2500,36-50 years,19.121029802393057,1.397232407982676,1
VIC3111,VIC2,Both W1 and W2,68.51851851851852,85.18518518518519,0,100,100,55.5555555555556,55.5555555555556,100,69.44444444444444,100,100,66.6666666666667,0,50,51,2,0,Male,Living together as married,High school,Once a year,9000000-10000000yen,1,3,3,2.5,2.5,2.5,Hokkaido and Tohoku,Hokkaido,"20,000-100,000",2601,50+ years,19.121029802393057,1.397232407982676,1
VIC3112,VIC1,W1 only,100,100,100,100,100,100,100,100,63.88888888888889,66.6666666666667,100,33.3333333333333,0,100,36,2,0,Male,Married,University-level education,Less often or never,6000000-7000000yen,1.4,2.5,3,3,3,3.5,Kanto,Tokyo,"100,000-500,000",1296,36-50 years,36.14853903095434,1.558985830598464,1
VIC3113,VIC1,W1 only,61.111111111111114,61.111111111111114,100,33.333333333333336,66.6666666666667,44.4444444444444,77.7777777777778,44.4444444444444,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,67,3,3,Male,Married,Vocational school/University-preparator,Less often or never,NA,1,2.5,4.5,2.5,3,3,Chubu,Gifu,"100,000-500,000",4489,50+ years,7.580573920197782,0.35376011627589654,0
VIC3114,VIC1,Both W1 and W2,61.111111111111114,61.111111111111114,66.66666666666667,66.66666666666667,66.6666666666667,55.5555555555556,55.5555555555556,55.5555555555556,41.66666666666667,33.3333333333333,0,33.3333333333333,66.6666666666667,100,60,1,1,Female,Separated,University-level education,Only on special holidays,-3000000yen,1.2,2,3,3,3.5,3.5,Kansai,Osaka,"100,000-500,000",3600,50+ years,20.005238928520306,0.7468019057026812,1
VIC3114,VIC2,Both W1 and W2,68.51851851851853,68.51851851851853,66.66666666666667,66.66666666666667,66.6666666666667,66.6666666666667,66.6666666666667,77.7777777777778,44.44444444444444,66.6666666666667,0,33.3333333333333,33.3333333333333,100,61,2,2,Female,Separated,University-level education,Less often or never,-3000000yen,2.6,2,3,3,3.5,3.5,Kansai,Osaka,"100,000-500,000",3721,50+ years,20.005238928520306,0.7468019057026812,1
VIC3115,VIC1,Both W1 and W2,59.25925925925927,70.37037037037038,33.333333333333336,33.333333333333336,66.6666666666667,77.7777777777778,44.4444444444444,100,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,57,2,0,Female,Married,Vocational school/University-preparator,Less often or never,3000000-4000000yen,1.6,2,3,3,2.5,3.5,Hokkaido and Tohoku,Akita,"20,000-100,000",3249,50+ years,1.6675316987353854,0,0
VIC3115,VIC2,Both W1 and W2,66.66666666666666,72.22222222222223,33.333333333333336,66.66666666666667,66.6666666666667,88.8888888888889,44.4444444444444,100,61.111111111111114,100,100,33.3333333333333,33.3333333333333,0,57,2,0,Female,Married,Vocational school/University-preparator,Less often or never,3000000-4000000yen,1.2,2,3,3,2.5,3.5,Hokkaido and Tohoku,Akita,"20,000-100,000",3249,50+ years,1.6675316987353854,0,0
VIC3116,VIC1,W1 only,74.07407407407408,74.07407407407408,66.66666666666667,66.66666666666667,66.6666666666667,44.4444444444444,100,100,47.22222222222222,100,0,0,33.3333333333333,100,61,3,1,Female,Separated,Vocational school/University-preparator,Once a year,NA,1.8,1,3.5,2,4,3,Kyushu and Okinawa,Fukuoka,"100,000-500,000",3721,50+ years,12.794014037194945,0.486834628508179,0
VIC3117,VIC1,Both W1 and W2,55.55555555555556,55.55555555555556,66.66666666666667,66.66666666666667,66.6666666666667,44.4444444444444,44.4444444444444,44.4444444444444,75,66.6666666666667,100,33.3333333333333,66.6666666666667,100,60,3,3,Male,Married,University-level education,Less often or never,3000000-4000000yen,1,2.5,3,3,3,2.5,Kansai,Shiga,"100,000-500,000",3600,50+ years,6.9326051739871675,0.07074086912231803,0
VIC3117,VIC2,Both W1 and W2,55.55555555555556,55.55555555555556,66.66666666666667,66.66666666666667,66.6666666666667,44.4444444444444,44.4444444444444,44.4444444444444,72.22222222222223,66.6666666666667,100,66.6666666666667,66.6666666666667,50,61,3,3,Male,Married,University-level education,Only on special holidays,3000000-4000000yen,4,2.5,3,3,3,2.5,Kansai,Shiga,"100,000-500,000",3721,50+ years,6.9326051739871675,0.07074086912231803,0
VIC3118,VIC1,W1 only,55.55555555555556,61.111111111111114,66.66666666666667,33.333333333333336,66.6666666666667,100,44.4444444444444,22.2222222222222,25,33.3333333333333,0,0,0,100,52,2,2,Female,Married,High school,Only on special holidays,5000000-6000000yen,1.6,3,4,4,3.5,4.5,Kansai,Osaka,"100,000-500,000",2704,50+ years,20.005238928520306,0.7468019057026812,1
VIC3119,VIC1,Both W1 and W2,72.22222222222223,77.77777777777777,66.66666666666667,100,100,66.6666666666667,44.4444444444444,55.5555555555556,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,67,1,2,Female,Widowed,High school,Less often or never,-3000000yen,2.2,3,2.5,3,3,4,Hokkaido and Tohoku,Hokkaido,"500,000 and more",4489,50+ years,19.121029802393057,1.397232407982676,1
VIC3119,VIC2,Both W1 and W2,72.22222222222223,83.33333333333334,66.66666666666667,66.66666666666667,100,100,44.4444444444444,55.5555555555556,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,68,1,2,Female,Widowed,High school,Less often or never,-3000000yen,1.4,3,2.5,3,3,4,Hokkaido and Tohoku,Hokkaido,"500,000 and more",4624,50+ years,19.121029802393057,1.397232407982676,1
VIC3120,VIC1,Both W1 and W2,22.22222222222222,22.22222222222222,0,0,0,44.4444444444444,44.4444444444444,44.4444444444444,72.22222222222223,66.6666666666667,100,66.6666666666667,66.6666666666667,50,52,2,0,Female,Married,High school,Only on special holidays,NA,3,3,3,3,3,3,Hokkaido and Tohoku,Hokkaido,"100,000-500,000",2704,50+ years,19.121029802393057,1.397232407982676,1
VIC3120,VIC2,Both W1 and W2,44.44444444444444,44.44444444444444,33.333333333333336,33.333333333333336,33.3333333333333,55.5555555555556,55.5555555555556,55.5555555555556,63.88888888888889,33.3333333333333,100,66.6666666666667,66.6666666666667,50,53,2,0,Female,Married,High school,Only on special holidays,NA,2,3,3,3,3,3,Hokkaido and Tohoku,Hokkaido,"100,000-500,000",2809,50+ years,19.121029802393057,1.397232407982676,1
VIC3121,VIC1,W1 only,66.66666666666666,72.22222222222223,33.333333333333336,66.66666666666667,66.6666666666667,100,33.3333333333333,100,72.22222222222223,100,100,0,33.3333333333333,100,64,2,2,Female,Married,High school,Less often or never,NA,1.4,2.5,3.5,2.5,4,3,Chubu,Niigata,"500,000 and more",4096,50+ years,3.7251189312361217,0,0
